Wall time,Step,Value
1720948189.715051,4697000,53491.2578125
1720948250.249259,4700000,53548.16015625
1720948270.982622,4701000,54979.51953125
1720948310.894926,4703000,54176.51953125
1720948376.779837,4706000,54209.19921875
1720948399.4075258,4707000,53307.91015625
1720948418.704449,4708000,53351.4453125
1720948560.89571,4715000,52828.796875
1720948620.5506089,4718000,53700.32421875
1720948641.9095192,4719000,52987.02734375
1720948663.075021,4720000,53640.09765625
1720948683.832045,4721000,53637.140625
1720948724.084816,4723000,53678.234375
1720948787.19837,4726000,53678.0078125
1720948807.316886,4727000,53707.11328125
1720948927.797424,4733000,52920.26171875
1720949049.686784,4739000,52893.6796875
1720949089.044999,4741000,52908.44140625
1720949149.70503,4744000,53327.17578125
1720949560.794842,4764000,55373.234375
1720949601.522841,4766000,55353.1640625
1720949725.43907,4772000,55346.21484375
1720949868.953023,4779000,55238.20703125
1720950113.555093,4791000,54263.4921875
1720950507.364127,4810000,58265.28515625
1720950548.7496681,4812000,59004.46484375
1720950880.558028,4828000,58600.56640625
1720950942.284864,4831000,58639.9375
1720950984.9517481,4833000,58596.03515625
1720951006.451046,4834000,58625.75390625
1720952310.578985,4852000,57668.27734375
1720952733.9539258,4876000,57729.34765625
1720952786.335851,4879000,57985.703125
1720953013.142709,4892000,58370.8515625
1720953153.8112268,4900000,59148.03125
1720953293.416929,4908000,59914.12109375
1720953310.5263329,4909000,59995.85546875
1720953363.157517,4912000,60253.94140625
1720953397.471392,4914000,60467.50390625
1720953416.478734,4915000,60687.55078125
1720953662.9750772,4929000,62172.69140625
1720953815.3419578,4937000,62893.2265625
1720954253.303679,4959000,60413.1875
1720954370.828918,4965000,60286.65234375
1720954430.18593,4968000,59419.03125
1720954571.3185,4975000,58386.34375
1720954824.710817,4988000,58428.73828125
1720954866.4012449,4990000,58494.875
1720954886.1391501,4991000,58496.375
1720955018.54631,4998000,58032.8984375
1720955374.864021,5016000,55220.75390625
1720955690.319718,5032000,55634.28125
1720955829.575802,5039000,56828.28515625
1720955927.62439,5044000,55930.7734375
1720955948.0616372,5045000,55918.53515625
1720956067.80949,5051000,55839.51171875
1720956328.5935009,5064000,59308.3125
1720956368.3384829,5066000,59554.7421875
1720956488.6677482,5072000,59235.921875
1720956548.911144,5075000,58276.203125
1720957014.141817,5098000,58082.16796875
1720957116.6061618,5103000,58714.23046875
1720957380.977608,5116000,59030.05859375
1720957465.091376,5120000,58592.0703125
1720957831.334615,5138000,59067.37109375
1720957991.200851,5146000,57842.9609375
1720958071.952859,5150000,57811.1171875
1720958461.298055,5169000,58513.703125
1720959629.79282,5171000,58655.484375
1720959647.485294,5172000,58662.90625
1720959681.615478,5174000,58724.83984375
1720959716.136788,5176000,58244.8984375
1720959733.433335,5177000,57860.85546875
1720959803.986696,5181000,58018.234375
1720959820.731969,5182000,58065.94140625
1720960014.7828128,5193000,57370.53125
1720960119.18095,5199000,57543.88671875
1720960190.465922,5203000,57723.25
1720960597.329823,5226000,57506.06640625
1720960828.4417238,5239000,57363.86328125
1720960969.909039,5247000,57579.5625
1720961110.832909,5255000,57759.375
1720961306.5290601,5266000,58776.96875
1720961324.473502,5267000,58762.3515625
1720961605.6203709,5282000,57639.39453125
1720961664.366362,5285000,57427.4375
1720961880.961141,5296000,57405.61328125
1720961901.117664,5297000,57406.37890625
1720961963.908211,5300000,58302.56640625
1720962302.132891,5317000,54965.875
1720962375.4070039,5321000,54932.4140625
1720962451.998013,5325000,55558.3671875
1720962625.937682,5334000,55513.171875
1720962721.5678022,5339000,54737.04296875
1720962761.2184,5341000,54764.44140625
1720962800.448653,5343000,54823.61328125
1720962972.633827,5352000,54878.91015625
1720963067.559925,5357000,54866.9140625
1720963164.094166,5362000,54241.96484375
1720963430.002381,5376000,56391.8671875
1720963449.4210958,5377000,56415.20703125
1720963489.68835,5379000,56387.8984375
1720963586.777287,5384000,56348.60546875
1720963758.802041,5393000,57163.83984375
1720963874.390434,5399000,58962.40625
1720964125.016831,5412000,59620.6640625
1720964297.484849,5421000,59332.44921875
1720964447.770823,5428000,59558.0625
1720964534.274128,5432000,59559.640625
1720964664.082914,5438000,59063.55078125
1720964792.5139399,5444000,58785.62890625
1720964892.15177,5449000,57762.33984375
1720964954.32368,5452000,58458.76171875
1720964994.464406,5454000,58459.8984375
1720965214.989429,5465000,58551.1953125
1720965297.2422972,5469000,58564.859375
1720965485.517487,5478000,58162.7109375
1720965646.061918,5486000,56971.13671875
1720965752.397423,5491000,56807.0546875
1720967282.352208,5495000,56845.9375
1720967401.28196,5502000,56804.35546875
1720967486.551862,5507000,56863.5625
1720967520.2210088,5509000,56908.09765625
1720967555.602232,5511000,56965.35546875
1720967571.875196,5512000,56959.8515625
1720967724.405888,5521000,56271.9921875
1720967741.518621,5522000,56298.69921875
1720967758.500855,5523000,56336.79296875
1720967860.83038,5529000,55894.48828125
1720968067.455901,5541000,55022.55859375
1720968152.554202,5546000,55138.859375
1720968289.3266392,5554000,55315.1875
1720968322.140693,5556000,55345.1328125
1720968491.790947,5566000,55528.2109375
1720968526.155581,5568000,55536.4609375
1720968788.2413802,5583000,55800.125
1720968985.234934,5594000,55494.37109375
1720969021.926461,5596000,55518.2265625
1720969095.322114,5600000,55573.73828125
1720969132.584098,5602000,55621.453125
1720969320.2245388,5612000,56672.3515625
1720969377.302926,5615000,56812.37890625
1720970023.601194,5649000,56389.875
1720970160.944303,5656000,56435.38671875
1720970220.0182452,5659000,56430.59765625
1720970297.146857,5663000,56502.82421875
1720970574.389633,5677000,56664.38671875
1720970799.700587,5688000,57149.40625
1720970944.3135,5695000,57313.015625
1720971088.0909078,5702000,56131.92578125
1720971293.898885,5712000,55006.8125
1720971356.695177,5715000,55050.1953125
1720971462.1019552,5720000,55856.19140625
1720971566.92266,5725000,55824.3515625
1720971689.5827782,5731000,55896.96875
1720971732.753122,5733000,55369.84375
1720971940.7756648,5743000,54233.95703125
1720971961.854819,5744000,54220.9375
1720972318.305791,5761000,54381.01171875
1720972380.992401,5764000,54372.625
1720972527.1822531,5771000,54422.84765625
1720972733.748935,5781000,53938.86328125
1720972775.683031,5783000,53918.5
1720973029.4325051,5795000,56710.40234375
1720973094.169316,5798000,56736.36328125
1720973137.947913,5800000,56723.52734375
1720973287.906655,5807000,55864.51953125
1720974616.407317,5816000,54646.640625
1720974758.927121,5824000,55443.91015625
1720974792.743448,5826000,55655.73046875
1720974826.209453,5828000,55819.2734375
1720974878.631232,5831000,55404.88671875
1720974915.133045,5833000,54704.59375
1720975070.5663412,5842000,54867.44140625
1720975244.679913,5852000,55627.640625
1720975262.615005,5853000,55703.46484375
1720975402.7426,5861000,56232.6015625
1720975437.295137,5863000,56355.57421875
1720975509.221605,5867000,56606.26953125
1720975526.8201442,5868000,56681.234375
1720975861.303089,5887000,53940.35546875
1720975950.223341,5892000,54266.58984375
1720975985.8291788,5894000,53689.62109375
1720976003.898672,5895000,53424.7421875
1720976056.404684,5898000,53165.98828125
1720976217.478678,5907000,54813.4609375
1720976563.8641531,5925000,53206.96484375
1720976763.918541,5935000,53248.96875
1720976966.851338,5945000,53248.2578125
1720977070.3483012,5950000,52735.99609375
1720977152.337186,5954000,51269.87109375
1720977172.662632,5955000,51279.6875
1720977255.938242,5959000,51222.60546875
1720977375.255222,5965000,52374.30859375
1720977395.154222,5966000,52365.265625
1720977416.6069388,5967000,52384.5625
1720977477.9537542,5970000,51553.8828125
1720977537.735393,5973000,52234.4296875
1720977820.7155242,5987000,55161.4765625
1720977920.554883,5992000,55129.95703125
1720977980.054434,5995000,54948.71484375
1720978323.222544,6012000,55026.07421875
1720978344.8583639,6013000,55554.59765625
1720978428.3922,6017000,55970.15234375
1720978538.109449,6022000,55932.31640625
1720978691.291341,6029000,56296.16796875
1720978873.944055,6038000,55489.76171875
1720978914.58058,6040000,55497.90234375
1720979116.218477,6050000,57576.2109375
1720979235.7270138,6056000,58176.71484375
1720979275.4285812,6058000,58169.2734375
1720979401.989841,6064000,58755.02734375
1720979444.9893372,6066000,58768.203125
1720979485.152204,6068000,58743.02734375
1720979626.8477042,6075000,57949.9453125
1720979727.1249092,6080000,57888.296875
1720979767.78618,6082000,57012.78125
1720979809.023442,6084000,57013.31640625
1720979829.449135,6085000,57027.51953125
1720979967.108225,6092000,57446.37890625
1720980126.7254558,6100000,57609.92578125
1720980271.3145869,6107000,57388.23828125
1720980352.051863,6111000,57521.3515625
1720980458.7488,6116000,56620.09765625
1720980520.1943848,6119000,56867.73828125
1720981913.883787,6135000,57170.359375
1720982089.2699788,6145000,56393.98046875
1720982106.188103,6146000,56467.734375
1720982141.124751,6148000,56542.8125
1720982247.8701289,6154000,56213.06640625
1720982265.7661738,6155000,56277.70703125
1720982353.6136599,6160000,56476.78515625
1720982474.0627499,6167000,55762.7890625
1720982563.5356102,6172000,55361.703125
1720982616.514171,6175000,55141.4453125
1720982685.945358,6179000,54846.32421875
1720982792.6362722,6185000,55105.9609375
1720983023.5210738,6198000,55348.4921875
1720983161.114851,6205000,55302.30078125
1720983404.922362,6217000,54990.53515625
1720983544.80751,6224000,55402.26171875
1720983950.011801,6244000,55604.9765625
1720984012.988161,6247000,55559.046875
1720984092.345974,6251000,55598.8203125
1720984111.815205,6252000,55612.01953125
1720984254.513107,6259000,56861.55078125
1720984599.251254,6276000,56478.54296875
1720984824.644278,6287000,55996.73828125
1720985047.554067,6298000,56435.078125
1720985187.98095,6305000,56401.45703125
1720985306.502152,6311000,56142.59765625
1720985788.256267,6335000,53731.3671875
1720986254.447814,6358000,53987.6484375
1720986436.342334,6367000,53568.00390625
1720986741.6925619,6382000,54431.29296875
1720986762.6011121,6383000,54407.28515625
1720986907.49923,6390000,53693.0
1720986990.0016682,6394000,53815.765625
1720987199.3763552,6404000,52967.26171875
1720987239.731977,6406000,53842.95703125
