timestamp,reward,state.STRATEGIE_EN_COURS.CYCLE.DUREE_CYCLE.value,state.STRATEGIE_EN_COURS.CYCLE.DUREE_VERT_1.value,state.ST_31003477.Q.value,state.ST_31003477.Q_LISSE.value,state.ST_31003477.T.value,state.ST_31003477.T_LISSE.value,action.STRATEGIE_EN_COURS.CONSIGNE_EN_COURS.value,next_state.STRATEGIE_EN_COURS.CYCLE.DUREE_CYCLE.value,next_state.STRATEGIE_EN_COURS.CYCLE.DUREE_VERT_1.value,next_state.ST_31003477.Q.value,next_state.ST_31003477.Q_LISSE.value,next_state.ST_31003477.T.value,next_state.ST_31003477.T_LISSE.value
"2008-04-15 12:16:20,165",1,40,10,4020,4344.0,32.0,32.0,14,40,10,4440,4260.0,27.0,27.0
"2008-04-15 12:17:00,160",1,40,10,4440,4260.0,27.0,27.0,14,40,10,3960,4284.0,33.0,33.0
"2008-04-15 12:17:40,167",1,40,10,3960,4284.0,33.0,33.0,14,40,10,3960,4140.0,30.0,30.0
"2008-04-15 12:18:20,167",1,40,10,3960,4140.0,30.0,30.0,14,40,10,4560,4116.0,29.0,29.0
"2008-04-15 12:19:00,159",1,40,10,4560,4116.0,29.0,29.0,14,40,10,4800,4488.0,29.0,29.0
"2008-04-15 12:19:40,165",1,40,10,4800,4488.0,29.0,29.0,14,40,10,4860,4848.0,25.0,25.0
"2008-04-15 12:20:20,160",1,40,10,4860,4848.0,25.0,25.0,14,40,10,4440,4836.0,23.0,23.0
"2008-04-15 12:21:00,166",1,40,10,4440,4836.0,23.0,23.0,14,40,10,4080,4548.0,20.0,20.0
"2008-04-15 12:21:40,162",1,40,10,4080,4548.0,20.0,20.0,14,40,10,4080,4188.0,23.0,23.0
"2008-04-15 12:22:20,164",1,40,10,4080,4188.0,23.0,23.0,14,40,10,5280,4380.0,24.0,24.0
"2008-04-15 12:23:00,169",1,40,10,5280,4380.0,24.0,24.0,14,40,10,5040,4812.0,16.0,16.0
"2008-04-15 12:23:40,156",0,40,10,5040,4812.0,16.0,16.0,14,40,10,4920,5004.0,12.0,12.0
"2008-04-15 12:24:20,160",0,40,10,4920,5004.0,12.0,12.0,14,40,10,4740,4776.0,12.0,12.0
"2008-04-15 12:25:00,165",0,40,10,4740,4776.0,12.0,12.0,14,40,16,4680,4656.0,12.0,12.0
"2008-04-15 12:25:40,159",0,40,16,4680,4656.0,12.0,12.0,14,40,28,4560,4620.0,12.0,12.0
"2008-04-15 12:26:20,157",0,40,28,4560,4620.0,12.0,12.0,14,120,120,3600,4344.0,8.0,8.0
"2008-04-15 12:27:00,161",0,120,120,3600,4344.0,8.0,8.0,14,120,120,4260,4020.0,10.0,10.0
"2008-04-15 12:27:40,167",0,120,120,4260,4020.0,10.0,10.0,14,120,120,4860,4164.0,12.0,12.0
"2008-04-15 12:28:20,163",0,120,120,4860,4164.0,12.0,12.0,14,120,120,4440,4500.0,10.0,10.0
"2008-04-15 12:29:00,167",0,120,120,4440,4500.0,10.0,10.0,14,120,120,4560,4560.0,11.0,11.0
"2008-04-15 12:29:40,169",0,120,120,4560,4560.0,11.0,11.0,14,120,120,4200,4392.0,10.0,10.0
"2008-04-15 12:30:20,163",0,120,120,4200,4392.0,10.0,10.0,14,120,120,4860,4464.0,11.0,11.0
"2008-04-15 12:31:00,167",0,120,120,4860,4464.0,11.0,11.0,14,120,120,4320,4536.0,10.0,10.0
"2008-04-15 12:31:40,160",0,120,120,4320,4536.0,10.0,10.0,14,120,120,3300,4224.0,8.0,8.0
"2008-04-15 12:32:20,167",0,120,120,3300,4224.0,8.0,8.0,14,120,120,4080,3852.0,9.0,9.0
"2008-04-15 12:33:00,163",0,120,120,4080,3852.0,9.0,9.0,14,120,120,4020,3876.0,8.0,8.0
"2008-04-15 12:33:40,167",0,120,120,4020,3876.0,8.0,8.0,14,120,120,4200,4044.0,10.0,10.0
"2008-04-15 12:34:20,171",0,120,120,4200,4044.0,10.0,10.0,14,120,120,4440,4056.0,11.0,11.0
"2008-04-15 12:35:00,162",0,120,120,4440,4056.0,11.0,11.0,14,120,120,4740,4308.0,11.0,11.0
"2008-04-15 12:35:40,165",0,120,120,4740,4308.0,11.0,11.0,14,120,120,4740,4548.0,11.0,11.0
"2008-04-15 12:36:20,167",0,120,120,4740,4548.0,11.0,11.0,14,120,120,4140,4524.0,10.0,10.0
"2008-04-15 12:37:00,162",0,120,120,4140,4524.0,10.0,10.0,14,120,120,3180,3960.0,7.0,7.0
"2008-04-15 12:37:40,167",0,120,120,3180,3960.0,7.0,7.0,14,120,120,3900,3660.0,9.0,9.0
"2008-04-15 12:38:20,161",0,120,120,3900,3660.0,9.0,9.0,14,120,120,3420,3648.0,7.0,7.0
"2008-04-15 12:39:00,163",0,120,120,3420,3648.0,7.0,7.0,14,120,120,3840,3792.0,9.0,9.0
"2008-04-15 12:39:40,159",0,120,120,3840,3792.0,9.0,9.0,14,120,120,4380,3936.0,10.0,10.0
"2008-04-15 12:40:20,161",0,120,120,4380,3936.0,10.0,10.0,14,120,120,3960,4092.0,8.0,8.0
"2008-04-15 12:41:00,168",0,120,120,3960,4092.0,8.0,8.0,14,120,120,4260,4140.0,9.0,9.0
"2008-04-15 12:41:40,164",0,120,120,4260,4140.0,9.0,9.0,14,120,120,4140,4116.0,10.0,10.0
"2008-04-15 12:42:20,166",0,120,120,4140,4116.0,10.0,10.0,14,120,120,4320,4272.0,10.0,10.0
"2008-04-15 12:43:00,161",0,120,120,4320,4272.0,10.0,10.0,14,120,120,4140,4272.0,9.0,9.0
"2008-04-15 12:43:40,168",0,120,120,4140,4272.0,9.0,9.0,14,120,120,3900,4200.0,8.0,8.0
"2008-04-15 12:44:20,164",0,120,120,3900,4200.0,8.0,8.0,14,120,120,3540,3996.0,7.0,7.0
"2008-04-15 12:45:00,166",0,120,120,3540,3996.0,7.0,7.0,14,120,120,3960,3840.0,8.0,8.0
"2008-04-15 12:45:40,173",0,120,120,3960,3840.0,8.0,8.0,14,120,120,4980,4188.0,11.0,11.0
"2008-04-15 12:46:20,158",0,120,120,4980,4188.0,11.0,11.0,14,120,120,4500,4524.0,9.0,9.0
"2008-04-15 12:47:00,161",0,120,120,4500,4524.0,9.0,9.0,14,120,120,3540,4272.0,7.0,7.0
"2008-04-15 12:47:40,164",0,120,120,3540,4272.0,7.0,7.0,14,120,120,4500,3960.0,9.0,9.0
"2008-04-15 12:48:20,155",0,120,120,4500,3960.0,9.0,9.0,14,120,120,5100,4308.0,12.0,12.0
"2008-04-15 12:49:00,158",0,120,120,5100,4308.0,12.0,12.0,14,120,120,4500,4728.0,10.0,10.0
"2008-04-15 12:49:40,161",0,120,120,4500,4728.0,10.0,10.0,14,120,120,4080,4452.0,9.0,9.0
"2008-04-15 12:50:20,165",0,120,120,4080,4452.0,9.0,9.0,14,120,120,4620,4332.0,11.0,11.0
"2008-04-15 12:51:00,159",0,120,120,4620,4332.0,11.0,11.0,14,120,120,3240,4092.0,7.0,7.0
"2008-04-15 12:51:40,160",0,120,120,3240,4092.0,7.0,7.0,14,120,120,3480,3672.0,7.0,7.0
"2008-04-15 12:52:20,162",0,120,120,3480,3672.0,7.0,7.0,14,120,120,3720,3480.0,8.0,8.0
"2008-04-15 12:53:00,158",0,120,120,3720,3480.0,8.0,8.0,14,120,120,3000,3432.0,7.0,7.0
"2008-04-15 12:53:40,163",0,120,120,3000,3432.0,7.0,7.0,14,120,120,4560,3636.0,10.0,10.0
"2008-04-15 12:54:20,162",0,120,120,4560,3636.0,10.0,10.0,14,120,120,4020,4020.0,8.0,8.0
"2008-04-15 12:55:00,155",0,120,120,4020,4020.0,8.0,8.0,14,120,120,3840,4236.0,8.0,8.0
"2008-04-15 12:55:40,163",0,120,120,3840,4236.0,8.0,8.0,14,120,120,3480,3912.0,8.0,8.0
"2008-04-15 12:56:20,168",0,120,120,3480,3912.0,8.0,8.0,14,120,120,2520,3372.0,6.0,6.0
"2008-04-15 12:57:00,163",0,120,120,2520,3372.0,6.0,6.0,14,120,120,3420,2976.0,8.0,8.0
"2008-04-15 12:57:40,158",0,120,120,3420,2976.0,8.0,8.0,14,120,120,4680,3408.0,12.0,12.0
"2008-04-15 12:58:20,162",0,120,120,4680,3408.0,12.0,12.0,14,120,120,3840,4044.0,9.0,9.0
"2008-04-15 12:59:00,167",0,120,120,3840,4044.0,9.0,9.0,14,120,120,3900,4044.0,9.0,9.0
"2008-04-15 12:59:40,161",0,120,120,3900,4044.0,9.0,9.0,14,120,120,4800,4152.0,11.0,11.0
"2008-04-15 13:00:20,169",0,120,120,4800,4152.0,11.0,11.0,14,120,120,4140,4488.0,9.0,9.0
"2008-04-15 13:01:00,166",0,120,120,4140,4488.0,9.0,9.0,14,120,120,3900,4356.0,8.0,8.0
"2008-04-15 13:01:40,172",0,120,120,3900,4356.0,8.0,8.0,14,120,120,3960,4008.0,9.0,9.0
"2008-04-15 13:02:20,164",0,120,120,3960,4008.0,9.0,9.0,14,120,120,4680,4212.0,10.0,10.0
"2008-04-15 13:03:00,167",0,120,120,4680,4212.0,10.0,10.0,14,120,120,3780,4308.0,8.0,8.0
"2008-04-15 13:03:40,173",0,120,120,3780,4308.0,8.0,8.0,14,120,120,3480,3996.0,8.0,8.0
"2008-04-15 13:04:20,166",0,120,120,3480,3996.0,8.0,8.0,14,120,120,3240,3480.0,7.0,7.0
"2008-04-15 13:05:00,158",0,120,120,3240,3480.0,7.0,7.0,14,120,120,3240,3312.0,7.0,7.0
"2008-04-15 13:05:40,164",0,120,120,3240,3312.0,7.0,7.0,14,120,120,3360,3264.0,7.0,7.0
"2008-04-15 13:06:20,157",0,120,120,3360,3264.0,7.0,7.0,14,120,120,3240,3204.0,7.0,7.0
"2008-04-15 13:07:00,165",0,120,120,3240,3204.0,7.0,7.0,14,120,120,5100,3708.0,13.0,13.0
"2008-04-15 13:07:40,168",0,120,120,5100,3708.0,13.0,13.0,14,120,120,5160,4656.0,13.0,13.0
"2008-04-15 13:08:20,176",0,120,120,5160,4656.0,13.0,13.0,14,120,120,3540,4800.0,8.0,8.0
"2008-04-15 13:09:00,166",0,120,120,3540,4800.0,8.0,8.0,14,120,120,4320,4284.0,9.0,9.0
"2008-04-15 13:09:40,160",0,120,120,4320,4284.0,9.0,9.0,14,120,120,3660,4008.0,8.0,8.0
"2008-04-15 13:10:20,166",0,120,120,3660,4008.0,8.0,8.0,14,120,120,3840,3936.0,8.0,8.0
"2008-04-15 13:11:00,155",0,120,120,3840,3936.0,8.0,8.0,14,120,120,3840,3720.0,8.0,8.0
"2008-04-15 13:11:40,158",0,120,120,3840,3720.0,8.0,8.0,14,120,120,3000,3492.0,7.0,7.0
"2008-04-15 13:12:20,161",0,120,120,3000,3492.0,7.0,7.0,14,120,120,3540,3324.0,9.0,9.0
"2008-04-15 13:13:00,167",0,120,120,3540,3324.0,9.0,9.0,14,120,120,3540,3324.0,9.0,9.0
"2008-04-15 13:13:40,161",0,120,120,3540,3324.0,9.0,9.0,14,120,120,4020,3360.0,8.0,8.0
"2008-04-15 13:14:20,160",0,120,120,4020,3360.0,8.0,8.0,14,120,120,4620,3912.0,10.0,10.0
"2008-04-15 13:15:00,166",0,120,120,4620,3912.0,10.0,10.0,14,120,120,3960,4188.0,8.0,8.0
"2008-04-15 13:15:40,158",0,120,120,3960,4188.0,8.0,8.0,14,120,120,4080,4140.0,10.0,10.0
"2008-04-15 13:16:20,165",0,120,120,4080,4140.0,10.0,10.0,14,120,120,4620,4248.0,11.0,11.0
"2008-04-15 13:17:00,166",0,120,120,4620,4248.0,11.0,11.0,14,120,120,3780,4344.0,8.0,8.0
"2008-04-15 13:17:40,157",0,120,120,3780,4344.0,8.0,8.0,14,120,120,4620,4296.0,11.0,11.0
"2008-04-15 13:18:20,166",0,120,120,4620,4296.0,11.0,11.0,14,120,120,4740,4404.0,10.0,10.0
"2008-04-15 13:19:00,169",0,120,120,4740,4404.0,10.0,10.0,14,120,120,3780,4260.0,8.0,8.0
"2008-04-15 13:19:40,171",0,120,120,3780,4260.0,8.0,8.0,14,120,120,4740,4212.0,11.0,11.0
"2008-04-15 13:20:20,164",0,120,120,4740,4212.0,11.0,11.0,14,120,120,3600,4224.0,9.0,9.0
"2008-04-15 13:21:00,170",0,120,120,3600,4224.0,9.0,9.0,14,120,120,3600,4116.0,8.0,8.0
"2008-04-15 13:21:40,165",0,120,120,3600,4116.0,8.0,8.0,14,120,120,4320,3960.0,10.0,10.0
"2008-04-15 13:22:20,161",0,120,120,4320,3960.0,10.0,10.0,14,120,120,4260,4176.0,10.0,10.0
"2008-04-15 13:23:00,165",0,120,120,4260,4176.0,10.0,10.0,14,120,120,4380,4344.0,9.0,9.0
"2008-04-15 13:23:40,169",0,120,120,4380,4344.0,9.0,9.0,14,120,120,4020,4296.0,8.0,8.0
"2008-04-15 13:24:20,171",0,120,120,4020,4296.0,8.0,8.0,14,120,120,4320,4308.0,10.0,10.0
"2008-04-15 13:25:00,167",0,120,120,4320,4308.0,10.0,10.0,14,120,120,4560,4404.0,10.0,10.0
"2008-04-15 13:25:40,168",0,120,120,4560,4404.0,10.0,10.0,14,120,120,4500,4584.0,10.0,10.0
"2008-04-15 13:26:20,164",0,120,120,4500,4584.0,10.0,10.0,14,120,120,3600,4272.0,8.0,8.0
"2008-04-15 13:27:00,164",0,120,120,3600,4272.0,8.0,8.0,14,120,120,4140,3972.0,9.0,9.0
"2008-04-15 13:27:40,159",0,120,120,4140,3972.0,9.0,9.0,14,120,120,4800,4128.0,10.0,10.0
"2008-04-15 13:28:20,163",0,120,120,4800,4128.0,10.0,10.0,14,120,120,4620,4536.0,10.0,10.0
"2008-04-15 13:29:00,156",0,120,120,4620,4536.0,10.0,10.0,14,120,120,4560,4632.0,10.0,10.0
"2008-04-15 13:29:40,162",0,120,120,4560,4632.0,10.0,10.0,14,120,120,4440,4548.0,10.0,10.0
"2008-04-15 13:30:20,160",0,120,120,4440,4548.0,10.0,10.0,14,120,120,5640,4884.0,14.0,14.0
"2008-04-15 13:31:00,167",0,120,120,5640,4884.0,14.0,14.0,14,120,120,4860,5172.0,10.0,10.0
"2008-04-15 13:31:40,161",0,120,120,4860,5172.0,10.0,10.0,14,40,10,4080,4956.0,9.0,9.0
"2008-04-15 13:32:20,170",0,40,10,4080,4956.0,9.0,9.0,14,40,20,4260,4356.0,10.0,10.0
"2008-04-15 13:33:00,165",0,40,20,4260,4356.0,10.0,10.0,14,40,28,5640,4584.0,13.0,13.0
"2008-04-15 13:33:40,156",0,40,28,5640,4584.0,13.0,13.0,14,120,120,5700,5196.0,14.0,14.0
"2008-04-15 13:34:20,161",0,120,120,5700,5196.0,14.0,14.0,14,120,120,4140,5124.0,8.0,8.0
"2008-04-15 13:35:00,166",0,120,120,4140,5124.0,8.0,8.0,14,120,120,3600,4284.0,8.0,8.0
"2008-04-15 13:35:40,161",0,120,120,3600,4284.0,8.0,8.0,14,120,120,3840,3696.0,9.0,9.0
"2008-04-15 13:36:20,165",0,120,120,3840,3696.0,9.0,9.0,14,120,120,4140,3864.0,9.0,9.0
"2008-04-15 13:37:00,167",0,120,120,4140,3864.0,9.0,9.0,14,120,120,4500,4308.0,11.0,11.0
"2008-04-15 13:37:40,174",0,120,120,4500,4308.0,11.0,11.0,14,120,120,4320,4572.0,10.0,10.0
"2008-04-15 13:38:20,160",0,120,120,4320,4572.0,10.0,10.0,14,120,120,4980,4728.0,11.0,11.0
"2008-04-15 13:39:00,167",0,120,120,4980,4728.0,11.0,11.0,14,120,120,3960,4536.0,9.0,9.0
"2008-04-15 13:39:40,169",0,120,120,3960,4536.0,9.0,9.0,14,120,120,4380,4248.0,11.0,11.0
"2008-04-15 13:40:20,155",0,120,120,4380,4248.0,11.0,11.0,14,120,120,5340,4356.0,12.0,12.0
"2008-04-15 13:41:00,161",0,120,120,5340,4356.0,12.0,12.0,14,120,120,4980,4908.0,11.0,11.0
"2008-04-15 13:41:40,167",0,120,120,4980,4908.0,11.0,11.0,14,120,120,3660,4680.0,8.0,8.0
"2008-04-15 13:42:20,171",0,120,120,3660,4680.0,8.0,8.0,14,120,120,4140,4236.0,9.0,9.0
"2008-04-15 13:43:00,164",0,120,120,4140,4236.0,9.0,9.0,14,120,120,3960,3996.0,9.0,9.0
"2008-04-15 13:43:40,169",0,120,120,3960,3996.0,9.0,9.0,14,120,120,4560,4200.0,10.0,10.0
"2008-04-15 13:44:20,173",0,120,120,4560,4200.0,10.0,10.0,14,120,120,4620,4404.0,11.0,11.0
"2008-04-15 13:45:00,156",0,120,120,4620,4404.0,11.0,11.0,14,120,120,4320,4560.0,10.0,10.0
"2008-04-15 13:45:40,159",0,120,120,4320,4560.0,10.0,10.0,14,120,120,4080,4392.0,9.0,9.0
"2008-04-15 13:46:20,164",0,120,120,4080,4392.0,9.0,9.0,14,120,120,3300,3996.0,7.0,7.0
"2008-04-15 13:47:00,161",0,120,120,3300,3996.0,7.0,7.0,14,120,120,3120,3432.0,7.0,7.0
"2008-04-15 13:47:40,159",0,120,120,3120,3432.0,7.0,7.0,14,120,120,4260,3384.0,9.0,9.0
"2008-04-15 13:48:20,165",0,120,120,4260,3384.0,9.0,9.0,14,120,120,4020,3720.0,8.0,8.0
"2008-04-15 13:49:00,171",0,120,120,4020,3720.0,8.0,8.0,14,120,120,4620,4164.0,10.0,10.0
"2008-04-15 13:49:40,165",0,120,120,4620,4164.0,10.0,10.0,14,120,120,4740,4500.0,11.0,11.0
"2008-04-15 13:50:20,170",0,120,120,4740,4500.0,11.0,11.0,14,120,120,4680,4704.0,11.0,11.0
"2008-04-15 13:51:00,171",0,120,120,4680,4704.0,11.0,11.0,14,120,120,5280,4836.0,12.0,12.0
"2008-04-15 13:51:40,155",0,120,120,5280,4836.0,12.0,12.0,14,120,120,5820,5124.0,14.0,14.0
"2008-04-15 13:52:20,161",0,120,120,5820,5124.0,14.0,14.0,14,120,120,6180,5616.0,16.0,16.0
"2008-04-15 13:53:00,162",0,120,120,6180,5616.0,16.0,16.0,14,120,120,5160,5676.0,13.0,13.0
"2008-04-15 13:53:40,166",0,120,120,5160,5676.0,13.0,13.0,14,120,120,4500,5232.0,11.0,11.0
"2008-04-15 13:54:20,160",0,120,120,4500,5232.0,11.0,11.0,14,120,120,4140,4620.0,10.0,10.0
"2008-04-15 13:55:00,162",0,120,120,4140,4620.0,10.0,10.0,14,120,120,4260,4320.0,10.0,10.0
"2008-04-15 13:55:40,169",0,120,120,4260,4320.0,10.0,10.0,14,120,120,4260,4272.0,11.0,11.0
"2008-04-15 13:56:20,164",0,120,120,4260,4272.0,11.0,11.0,14,120,120,4620,4452.0,11.0,11.0
"2008-04-15 13:57:00,159",0,120,120,4620,4452.0,11.0,11.0,14,120,120,4380,4536.0,11.0,11.0
"2008-04-15 13:57:40,166",0,120,120,4380,4536.0,11.0,11.0,14,120,120,4620,4536.0,12.0,12.0
"2008-04-15 13:58:20,155",0,120,120,4620,4536.0,12.0,12.0,14,120,120,4740,4560.0,12.0,12.0
"2008-04-15 13:59:00,160",0,120,120,4740,4560.0,12.0,12.0,14,120,120,4740,4716.0,10.0,10.0
"2008-04-15 13:59:40,164",0,120,120,4740,4716.0,10.0,10.0,14,120,120,4440,4644.0,10.0,10.0
"2008-04-15 14:00:20,167",0,120,120,4440,4644.0,10.0,10.0,14,120,120,3960,4296.0,8.0,8.0
"2008-04-15 14:01:00,159",0,120,120,3960,4296.0,8.0,8.0,14,120,120,4500,4128.0,11.0,11.0
"2008-04-15 14:01:40,159",0,120,120,4500,4128.0,11.0,11.0,14,120,120,4500,4368.0,11.0,11.0
"2008-04-15 14:02:20,163",0,120,120,4500,4368.0,11.0,11.0,14,120,120,3480,4320.0,7.0,7.0
"2008-04-15 14:03:00,157",0,120,120,3480,4320.0,7.0,7.0,14,120,120,4320,4092.0,11.0,11.0
"2008-04-15 14:03:40,160",0,120,120,4320,4092.0,11.0,11.0,14,120,120,3960,4056.0,10.0,10.0
"2008-04-15 14:04:20,162",0,120,120,3960,4056.0,10.0,10.0,14,120,120,4800,4440.0,11.0,11.0
"2008-04-15 14:05:00,162",0,120,120,4800,4440.0,11.0,11.0,14,120,120,5220,4788.0,12.0,12.0
"2008-04-15 14:05:40,163",0,120,120,5220,4788.0,12.0,12.0,14,120,120,4920,5124.0,12.0,12.0
"2008-04-15 14:06:20,162",0,120,120,4920,5124.0,12.0,12.0,14,120,120,4200,4860.0,10.0,10.0
"2008-04-15 14:07:00,167",0,120,120,4200,4860.0,10.0,10.0,14,120,120,3420,4200.0,7.0,7.0
"2008-04-15 14:07:40,158",0,120,120,3420,4200.0,7.0,7.0,14,120,120,3000,3516.0,6.0,6.0
"2008-04-15 14:08:20,163",0,120,120,3000,3516.0,6.0,6.0,14,120,120,3540,3168.0,8.0,8.0
"2008-04-15 14:09:00,167",0,120,120,3540,3168.0,8.0,8.0,14,120,120,4440,3624.0,11.0,11.0
"2008-04-15 14:09:40,163",0,120,120,4440,3624.0,11.0,11.0,14,120,120,3420,3984.0,8.0,8.0
"2008-04-15 14:10:20,157",0,120,120,3420,3984.0,8.0,8.0,14,120,120,3480,3732.0,8.0,8.0
"2008-04-15 14:11:00,163",0,120,120,3480,3732.0,8.0,8.0,14,120,120,4800,3816.0,11.0,11.0
"2008-04-15 14:11:40,170",0,120,120,4800,3816.0,11.0,11.0,14,120,120,4260,4200.0,9.0,9.0
"2008-04-15 14:12:20,164",0,120,120,4260,4200.0,9.0,9.0,14,120,120,5040,4560.0,11.0,11.0
"2008-04-15 14:13:00,171",0,120,120,5040,4560.0,11.0,11.0,14,120,120,4860,4728.0,11.0,11.0
"2008-04-15 14:13:40,173",0,120,120,4860,4728.0,11.0,11.0,14,120,120,4740,4896.0,10.0,10.0
"2008-04-15 14:14:20,169",0,120,120,4740,4896.0,10.0,10.0,14,120,120,4020,4596.0,9.0,9.0
"2008-04-15 14:15:00,168",0,120,120,4020,4596.0,9.0,9.0,14,120,120,3060,3912.0,7.0,7.0
"2008-04-15 14:15:40,170",0,120,120,3060,3912.0,7.0,7.0,14,120,120,5100,3864.0,12.0,12.0
"2008-04-15 14:16:20,164",0,120,120,5100,3864.0,12.0,12.0,14,120,120,5160,4644.0,11.0,11.0
"2008-04-15 14:17:00,168",0,120,120,5160,4644.0,11.0,11.0,14,40,10,4200,5076.0,10.0,10.0
"2008-04-15 14:17:40,166",0,40,10,4200,5076.0,10.0,10.0,14,40,22,4020,4512.0,9.0,9.0
"2008-04-15 14:18:20,169",0,40,22,4020,4512.0,9.0,9.0,14,120,120,4200,4092.0,10.0,10.0
"2008-04-15 14:19:00,163",0,120,120,4200,4092.0,10.0,10.0,14,120,120,5160,4356.0,13.0,13.0
"2008-04-15 14:19:40,162",0,120,120,5160,4356.0,13.0,13.0,14,120,120,3780,4476.0,8.0,8.0
"2008-04-15 14:20:20,166",0,120,120,3780,4476.0,8.0,8.0,14,120,120,3180,3972.0,7.0,7.0
"2008-04-15 14:21:00,161",0,120,120,3180,3972.0,7.0,7.0,14,120,120,4260,3576.0,10.0,10.0
"2008-04-15 14:21:40,158",0,120,120,4260,3576.0,10.0,10.0,14,120,120,4500,3984.0,11.0,11.0
"2008-04-15 14:22:20,162",0,120,120,4500,3984.0,11.0,11.0,14,120,120,4080,4200.0,10.0,10.0
"2008-04-15 14:23:00,170",0,120,120,4080,4200.0,10.0,10.0,14,120,120,4380,4092.0,11.0,11.0
"2008-04-15 14:23:40,160",0,120,120,4380,4092.0,11.0,11.0,14,120,120,4380,4188.0,10.0,10.0
"2008-04-15 14:24:20,161",0,120,120,4380,4188.0,10.0,10.0,14,120,120,3780,4176.0,8.0,8.0
"2008-04-15 14:25:00,168",0,120,120,3780,4176.0,8.0,8.0,14,120,120,3960,3984.0,9.0,9.0
"2008-04-15 14:25:40,162",0,120,120,3960,3984.0,9.0,9.0,14,120,120,4020,3912.0,10.0,10.0
"2008-04-15 14:26:20,168",0,120,120,4020,3912.0,10.0,10.0,14,120,120,4560,4200.0,11.0,11.0
"2008-04-15 14:27:00,167",0,120,120,4560,4200.0,11.0,11.0,14,120,120,4080,4308.0,10.0,10.0
"2008-04-15 14:27:40,160",0,120,120,4080,4308.0,10.0,10.0,14,120,120,4680,4380.0,11.0,11.0
"2008-04-15 14:28:20,164",0,120,120,4680,4380.0,11.0,11.0,14,120,120,3840,4272.0,9.0,9.0
"2008-04-15 14:29:00,169",0,120,120,3840,4272.0,9.0,9.0,14,120,120,4260,4236.0,10.0,10.0
"2008-04-15 14:29:40,163",0,120,120,4260,4236.0,10.0,10.0,14,120,120,4980,4320.0,12.0,12.0
"2008-04-15 14:30:20,156",0,120,120,4980,4320.0,12.0,12.0,14,120,120,4680,4728.0,12.0,12.0
"2008-04-15 14:31:00,164",0,120,120,4680,4728.0,12.0,12.0,14,120,120,3960,4524.0,10.0,10.0
"2008-04-15 14:31:40,173",0,120,120,3960,4524.0,10.0,10.0,14,120,120,4860,4416.0,11.0,11.0
"2008-04-15 14:32:20,166",0,120,120,4860,4416.0,11.0,11.0,14,120,120,3480,4248.0,8.0,8.0
"2008-04-15 14:33:00,168",0,120,120,3480,4248.0,8.0,8.0,14,120,120,3420,3840.0,7.0,7.0
"2008-04-15 14:33:40,165",0,120,120,3420,3840.0,7.0,7.0,14,120,120,4740,3768.0,12.0,12.0
"2008-04-15 14:34:20,164",0,120,120,4740,3768.0,12.0,12.0,14,120,120,4860,4428.0,11.0,11.0
"2008-04-15 14:35:00,160",0,120,120,4860,4428.0,11.0,11.0,14,120,120,4260,4716.0,10.0,10.0
"2008-04-15 14:35:40,164",0,120,120,4260,4716.0,10.0,10.0,14,120,120,4200,4464.0,9.0,9.0
"2008-04-15 14:36:20,168",0,120,120,4200,4464.0,9.0,9.0,14,120,120,3600,3984.0,8.0,8.0
"2008-04-15 14:37:00,159",0,120,120,3600,3984.0,8.0,8.0,14,120,120,3900,3744.0,9.0,9.0
"2008-04-15 14:37:40,163",0,120,120,3900,3744.0,9.0,9.0,14,120,120,3420,3612.0,8.0,8.0
"2008-04-15 14:38:20,161",0,120,120,3420,3612.0,8.0,8.0,14,120,120,3660,3612.0,8.0,8.0
"2008-04-15 14:39:00,157",0,120,120,3660,3612.0,8.0,8.0,14,120,120,4680,3912.0,11.0,11.0
"2008-04-15 14:39:40,164",0,120,120,4680,3912.0,11.0,11.0,14,120,120,4080,4356.0,10.0,10.0
"2008-04-15 14:40:20,169",0,120,120,4080,4356.0,10.0,10.0,14,120,120,3300,4116.0,7.0,7.0
"2008-04-15 14:41:00,169",0,120,120,3300,4116.0,7.0,7.0,14,120,120,4080,3696.0,9.0,9.0
"2008-04-15 14:41:40,156",0,120,120,4080,3696.0,9.0,9.0,14,120,120,4080,3720.0,9.0,9.0
"2008-04-15 14:42:20,161",0,120,120,4080,3720.0,9.0,9.0,14,120,120,4440,4128.0,9.0,9.0
"2008-04-15 14:43:00,164",0,120,120,4440,4128.0,9.0,9.0,14,120,120,3660,4116.0,8.0,8.0
"2008-04-15 14:43:40,157",0,120,120,3660,4116.0,8.0,8.0,14,120,120,3600,3876.0,10.0,10.0
"2008-04-15 14:44:20,161",0,120,120,3600,3876.0,10.0,10.0,14,120,120,3720,3600.0,10.0,10.0
"2008-04-15 14:45:00,167",0,120,120,3720,3600.0,10.0,10.0,14,120,120,4320,3876.0,10.0,10.0
"2008-04-15 14:45:40,168",0,120,120,4320,3876.0,10.0,10.0,14,120,120,3960,4068.0,9.0,9.0
"2008-04-15 14:46:20,164",0,120,120,3960,4068.0,9.0,9.0,14,120,120,4260,4176.0,10.0,10.0
"2008-04-15 14:47:00,164",0,120,120,4260,4176.0,10.0,10.0,14,120,120,3540,4020.0,7.0,7.0
