timestamp,reward,state.STRATEGIE_EN_COURS.CYCLE.DUREE_CYCLE.value,state.STRATEGIE_EN_COURS.CYCLE.DUREE_VERT_1.value,state.ST_31003477.Q.value,state.ST_31003477.Q_LISSE.value,state.ST_31003477.T.value,state.ST_31003477.T_LISSE.value,action.STRATEGIE_EN_COURS.CONSIGNE_EN_COURS.value,next_state.STRATEGIE_EN_COURS.CYCLE.DUREE_CYCLE.value,next_state.STRATEGIE_EN_COURS.CYCLE.DUREE_VERT_1.value,next_state.ST_31003477.Q.value,next_state.ST_31003477.Q_LISSE.value,next_state.ST_31003477.T.value,next_state.ST_31003477.T_LISSE.value
"2008-04-15 06:07:40,164",0,120,120,5460,5004.0,14.0,14.0,14,120,120,6540,5580.0,16.0,16.0
"2008-04-15 06:08:20,164",0,120,120,6540,5580.0,16.0,16.0,14,120,120,6780,6360.0,17.0,17.0
"2008-04-15 06:09:00,160",0,120,120,6780,6360.0,17.0,17.0,14,120,120,5400,6288.0,13.0,13.0
"2008-04-15 06:09:40,162",0,120,120,5400,6288.0,13.0,13.0,14,120,120,4920,5568.0,12.0,12.0
"2008-04-15 06:10:20,157",0,120,120,4920,5568.0,12.0,12.0,14,120,120,5340,5160.0,13.0,13.0
"2008-04-15 06:11:00,164",0,120,120,5340,5160.0,13.0,13.0,14,120,120,6000,5436.0,15.0,15.0
"2008-04-15 06:11:40,169",0,120,120,6000,5436.0,15.0,15.0,14,120,120,6840,6108.0,17.0,17.0
"2008-04-15 06:12:20,163",0,120,120,6840,6108.0,17.0,17.0,14,120,120,5640,6276.0,14.0,14.0
"2008-04-15 06:13:00,159",0,120,120,5640,6276.0,14.0,14.0,14,120,120,5640,6000.0,13.0,13.0
"2008-04-15 06:13:40,164",0,120,120,5640,6000.0,13.0,13.0,14,40,10,6000,5808.0,15.0,15.0
"2008-04-15 06:14:20,164",0,40,10,6000,5808.0,15.0,15.0,14,40,16,5520,5868.0,14.0,14.0
"2008-04-15 06:15:00,159",0,40,16,5520,5868.0,14.0,14.0,14,40,19,5760,5736.0,15.0,15.0
"2008-04-15 06:15:40,159",0,40,19,5760,5736.0,15.0,15.0,14,40,22,6480,5904.0,17.0,17.0
"2008-04-15 06:16:20,166",0,40,22,6480,5904.0,17.0,17.0,14,40,25,6300,6264.0,17.0,17.0
"2008-04-15 06:17:00,162",0,40,25,6300,6264.0,17.0,17.0,14,40,28,6960,6528.0,20.0,20.0
"2008-04-15 06:17:40,164",0,40,28,6960,6528.0,20.0,20.0,14,120,120,6480,6600.0,17.0,17.0
"2008-04-15 06:18:20,160",1,120,120,6480,6600.0,17.0,17.0,14,120,120,5760,6384.0,16.0,16.0
"2008-04-15 06:19:00,168",0,120,120,5760,6384.0,16.0,16.0,14,120,120,5880,5976.0,16.0,16.0
"2008-04-15 06:19:40,166",0,120,120,5880,5976.0,16.0,16.0,14,120,120,6420,6000.0,19.0,19.0
"2008-04-15 06:20:20,168",0,120,120,6420,6000.0,19.0,19.0,14,120,120,6840,6396.0,23.0,23.0
"2008-04-15 06:21:00,162",0,120,120,6840,6396.0,23.0,23.0,14,120,120,5880,6492.0,21.0,21.0
"2008-04-15 06:21:40,157",1,120,120,5880,6492.0,21.0,21.0,14,120,120,4260,5700.0,26.0,26.0
"2008-04-15 06:22:20,163",1,120,120,4260,5700.0,26.0,26.0,14,120,120,4380,4716.0,29.0,29.0
"2008-04-15 06:23:00,165",1,120,120,4380,4716.0,29.0,29.0,14,120,120,4500,4380.0,30.0,30.0
"2008-04-15 06:23:40,171",1,120,120,4500,4380.0,30.0,30.0,14,40,18,4740,4572.0,27.0,27.0
"2008-04-15 06:24:20,158",1,40,18,4740,4572.0,27.0,27.0,14,40,10,6060,5088.0,25.0,25.0
"2008-04-15 06:25:00,161",1,40,10,6060,5088.0,25.0,25.0,14,40,10,6720,5916.0,27.0,27.0
"2008-04-15 06:25:40,167",1,40,10,6720,5916.0,27.0,27.0,14,40,10,5220,6156.0,35.0,35.0
"2008-04-15 06:26:20,163",1,40,10,5220,6156.0,35.0,35.0,14,40,10,4620,5484.0,30.0,30.0
"2008-04-15 06:27:00,169",1,40,10,4620,5484.0,30.0,30.0,14,40,10,5160,4992.0,22.0,22.0
"2008-04-15 06:27:40,172",1,40,10,5160,4992.0,22.0,22.0,14,40,10,5100,5088.0,22.0,22.0
"2008-04-15 06:28:20,157",1,40,10,5100,5088.0,22.0,22.0,14,40,10,4380,4968.0,32.0,32.0
"2008-04-15 06:29:00,161",1,40,10,4380,4968.0,32.0,32.0,14,40,10,4260,4548.0,20.0,20.0
"2008-04-15 06:29:40,169",1,40,10,4260,4548.0,20.0,20.0,14,40,10,5580,4668.0,20.0,20.0
"2008-04-15 06:30:20,164",1,40,10,5580,4668.0,20.0,20.0,14,40,10,5640,5268.0,19.0,19.0
"2008-04-15 06:31:00,169",1,40,10,5640,5268.0,19.0,19.0,14,40,10,5520,5628.0,18.0,18.0
"2008-04-15 06:31:40,162",1,40,10,5520,5628.0,18.0,18.0,14,40,10,5880,5616.0,20.0,20.0
"2008-04-15 06:32:20,169",1,40,10,5880,5616.0,20.0,20.0,14,40,10,6420,5892.0,22.0,22.0
"2008-04-15 06:33:00,165",1,40,10,6420,5892.0,22.0,22.0,14,40,10,6480,6276.0,25.0,25.0
"2008-04-15 06:33:40,166",1,40,10,6480,6276.0,25.0,25.0,14,40,10,4680,5952.0,27.0,27.0
"2008-04-15 06:34:20,160",1,40,10,4680,5952.0,27.0,27.0,14,40,10,4440,5100.0,22.0,22.0
"2008-04-15 06:35:00,167",1,40,10,4440,5100.0,22.0,22.0,14,40,10,5280,4680.0,22.0,22.0
"2008-04-15 06:35:40,160",1,40,10,5280,4680.0,22.0,22.0,14,40,10,5880,5244.0,25.0,25.0
"2008-04-15 06:36:20,169",1,40,10,5880,5244.0,25.0,25.0,14,40,10,5100,5520.0,23.0,23.0
"2008-04-15 06:37:00,170",1,40,10,5100,5520.0,23.0,23.0,14,40,10,5160,5376.0,27.0,27.0
"2008-04-15 06:37:40,165",1,40,10,5160,5376.0,27.0,27.0,14,40,10,4800,5052.0,31.0,31.0
"2008-04-15 06:38:20,169",1,40,10,4800,5052.0,31.0,31.0,14,40,10,5460,5076.0,30.0,30.0
"2008-04-15 06:39:00,161",1,40,10,5460,5076.0,30.0,30.0,14,40,10,6000,5424.0,31.0,31.0
"2008-04-15 06:39:40,154",1,40,10,6000,5424.0,31.0,31.0,14,40,10,4500,5472.0,42.0,42.0
"2008-04-15 06:40:20,157",1,40,10,4500,5472.0,42.0,42.0,14,40,10,4380,4908.0,34.0,34.0
"2008-04-15 06:41:00,165",1,40,10,4380,4908.0,34.0,34.0,14,40,10,5760,4848.0,25.0,25.0
"2008-04-15 06:41:40,168",1,40,10,5760,4848.0,25.0,25.0,14,40,10,5880,5508.0,23.0,23.0
"2008-04-15 06:42:20,165",1,40,10,5880,5508.0,23.0,23.0,14,40,10,5640,5832.0,25.0,25.0
"2008-04-15 06:43:00,164",1,40,10,5640,5832.0,25.0,25.0,14,40,10,5460,5688.0,35.0,35.0
"2008-04-15 06:43:40,170",1,40,10,5460,5688.0,35.0,35.0,14,40,10,5100,5436.0,31.0,31.0
"2008-04-15 06:44:20,155",1,40,10,5100,5436.0,31.0,31.0,14,40,10,5640,5376.0,25.0,25.0
"2008-04-15 06:45:00,162",1,40,10,5640,5376.0,25.0,25.0,14,40,10,5880,5544.0,28.0,28.0
"2008-04-15 06:45:40,165",1,40,10,5880,5544.0,28.0,28.0,14,40,10,5640,5724.0,35.0,35.0
"2008-04-15 06:46:20,169",1,40,10,5640,5724.0,35.0,35.0,14,40,10,5520,5616.0,34.0,34.0
"2008-04-15 06:47:00,166",1,40,10,5520,5616.0,34.0,34.0,14,40,10,5820,5580.0,29.0,29.0
"2008-04-15 06:47:40,165",1,40,10,5820,5580.0,29.0,29.0,14,40,10,5340,5568.0,30.0,30.0
"2008-04-15 06:48:20,162",1,40,10,5340,5568.0,30.0,30.0,14,40,10,5280,5472.0,32.0,32.0
"2008-04-15 06:49:00,158",1,40,10,5280,5472.0,32.0,32.0,14,40,10,5280,5472.0,32.0,32.0
"2008-04-15 06:49:40,162",1,40,10,5280,5472.0,32.0,32.0,14,40,10,5520,5412.0,31.0,31.0
"2008-04-15 06:50:20,163",1,40,10,5520,5412.0,31.0,31.0,14,40,10,5040,5268.0,34.0,34.0
"2008-04-15 06:51:00,160",1,40,10,5040,5268.0,34.0,34.0,14,40,10,5400,5232.0,35.0,35.0
"2008-04-15 06:51:40,159",1,40,10,5400,5232.0,35.0,35.0,14,40,10,5400,5232.0,30.0,30.0
"2008-04-15 06:52:20,162",1,40,10,5400,5232.0,30.0,30.0,14,40,10,5220,5280.0,39.0,39.0
"2008-04-15 06:53:00,166",1,40,10,5220,5280.0,39.0,39.0,14,40,10,5160,5172.0,39.0,39.0
"2008-04-15 06:53:40,164",1,40,10,5160,5172.0,39.0,39.0,14,40,10,5520,5244.0,34.0,34.0
"2008-04-15 06:54:20,161",1,40,10,5520,5244.0,34.0,34.0,14,40,10,5580,5460.0,30.0,30.0
"2008-04-15 06:55:00,169",1,40,10,5580,5460.0,30.0,30.0,14,40,10,5100,5484.0,34.0,34.0
"2008-04-15 06:55:40,161",1,40,10,5100,5484.0,34.0,34.0,14,40,10,4380,5064.0,39.0,39.0
"2008-04-15 06:56:20,164",1,40,10,4380,5064.0,39.0,39.0,14,40,10,5280,4836.0,30.0,30.0
"2008-04-15 06:57:00,170",1,40,10,5280,4836.0,30.0,30.0,14,40,10,5700,5148.0,26.0,26.0
"2008-04-15 06:57:40,164",1,40,10,5700,5148.0,26.0,26.0,14,40,10,5820,5652.0,27.0,27.0
"2008-04-15 06:58:20,166",1,40,10,5820,5652.0,27.0,27.0,14,40,10,5460,5712.0,28.0,28.0
"2008-04-15 06:59:00,171",1,40,10,5460,5712.0,28.0,28.0,14,40,10,5400,5616.0,32.0,32.0
"2008-04-15 06:59:40,172",1,40,10,5400,5616.0,32.0,32.0,14,40,10,5040,5364.0,34.0,34.0
"2008-04-15 07:00:20,163",1,40,10,5040,5364.0,34.0,34.0,14,40,10,5220,5244.0,34.0,34.0
"2008-04-15 07:01:00,170",1,40,10,5220,5244.0,34.0,34.0,14,40,10,5280,5256.0,30.0,30.0
"2008-04-15 07:01:40,165",1,40,10,5280,5256.0,30.0,30.0,14,40,10,5040,5268.0,33.0,33.0
"2008-04-15 07:02:20,155",1,40,10,5040,5268.0,33.0,33.0,14,40,10,5580,5328.0,35.0,35.0
"2008-04-15 07:03:00,161",1,40,10,5580,5328.0,35.0,35.0,14,40,10,4980,5280.0,30.0,30.0
"2008-04-15 07:03:40,164",1,40,10,4980,5280.0,30.0,30.0,14,40,10,5100,5196.0,31.0,31.0
"2008-04-15 07:04:20,171",1,40,10,5100,5196.0,31.0,31.0,14,40,10,4980,5052.0,34.0,34.0
"2008-04-15 07:05:00,157",1,40,10,4980,5052.0,34.0,34.0,14,40,10,4500,4908.0,33.0,33.0
"2008-04-15 07:05:40,163",1,40,10,4500,4908.0,33.0,33.0,14,40,10,5400,4896.0,29.0,29.0
"2008-04-15 07:06:20,166",1,40,10,5400,4896.0,29.0,29.0,14,40,10,5280,5160.0,32.0,32.0
"2008-04-15 07:07:00,162",1,40,10,5280,5160.0,32.0,32.0,14,40,10,4860,5280.0,37.0,37.0
"2008-04-15 07:07:40,167",1,40,10,4860,5280.0,37.0,37.0,14,40,10,4800,5052.0,32.0,32.0
"2008-04-15 07:08:20,170",1,40,10,4800,5052.0,32.0,32.0,14,40,10,4980,4968.0,30.0,30.0
"2008-04-15 07:09:00,154",1,40,10,4980,4968.0,30.0,30.0,14,40,10,5640,5196.0,29.0,29.0
"2008-04-15 07:09:40,160",1,40,10,5640,5196.0,29.0,29.0,14,40,10,5400,5460.0,29.0,29.0
"2008-04-15 07:10:20,162",1,40,10,5400,5460.0,29.0,29.0,14,40,10,4260,5160.0,32.0,32.0
"2008-04-15 07:11:00,166",1,40,10,4260,5160.0,32.0,32.0,14,40,10,4800,4728.0,30.0,30.0
"2008-04-15 07:11:40,156",1,40,10,4800,4728.0,30.0,30.0,14,40,10,5520,4896.0,30.0,30.0
"2008-04-15 07:12:20,161",1,40,10,5520,4896.0,30.0,30.0,14,40,10,5340,5340.0,28.0,28.0
"2008-04-15 07:13:00,166",1,40,10,5340,5340.0,28.0,28.0,14,40,10,5520,5472.0,31.0,31.0
"2008-04-15 07:13:40,162",1,40,10,5520,5472.0,31.0,31.0,14,40,10,4980,5328.0,37.0,37.0
"2008-04-15 07:14:20,166",1,40,10,4980,5328.0,37.0,37.0,14,40,10,4200,4872.0,41.0,41.0
"2008-04-15 07:15:00,170",1,40,10,4200,4872.0,41.0,41.0,14,40,10,5340,4740.0,26.0,26.0
"2008-04-15 07:15:40,163",1,40,10,5340,4740.0,26.0,26.0,14,40,10,4980,4968.0,23.0,23.0
"2008-04-15 07:16:20,160",1,40,10,4980,4968.0,23.0,23.0,14,40,10,5160,5208.0,25.0,25.0
"2008-04-15 07:17:00,160",1,40,10,5160,5208.0,25.0,25.0,14,40,10,5220,5112.0,23.0,23.0
"2008-04-15 07:17:40,164",1,40,10,5220,5112.0,23.0,23.0,14,40,17,5940,5400.0,25.0,25.0
"2008-04-15 07:18:20,162",1,40,17,5940,5400.0,25.0,25.0,14,40,27,5580,5664.0,27.0,27.0
"2008-04-15 07:19:00,168",1,40,27,5580,5664.0,27.0,27.0,14,120,120,5580,5688.0,24.0,24.0
"2008-04-15 07:19:40,167",1,120,120,5580,5688.0,24.0,24.0,14,120,120,5880,5652.0,21.0,21.0
"2008-04-15 07:20:20,161",1,120,120,5880,5652.0,21.0,21.0,14,120,120,5280,5556.0,21.0,21.0
"2008-04-15 07:21:00,158",1,120,120,5280,5556.0,21.0,21.0,14,120,120,5640,5460.0,30.0,30.0
"2008-04-15 07:21:40,163",1,120,120,5640,5460.0,30.0,30.0,14,120,120,5280,5316.0,35.0,35.0
"2008-04-15 07:22:20,165",1,120,120,5280,5316.0,35.0,35.0,14,120,120,5940,5496.0,25.0,25.0
"2008-04-15 07:23:00,159",1,120,120,5940,5496.0,25.0,25.0,14,40,21,5700,5640.0,22.0,22.0
"2008-04-15 07:23:40,162",1,40,21,5700,5640.0,22.0,22.0,14,40,10,6300,5928.0,23.0,23.0
"2008-04-15 07:24:20,165",1,40,10,6300,5928.0,23.0,23.0,14,40,10,5940,6036.0,21.0,21.0
"2008-04-15 07:25:00,164",1,40,10,5940,6036.0,21.0,21.0,14,40,10,5580,5952.0,23.0,23.0
"2008-04-15 07:25:40,158",1,40,10,5580,5952.0,23.0,23.0,14,40,10,6120,5832.0,25.0,25.0
"2008-04-15 07:26:20,163",1,40,10,6120,5832.0,25.0,25.0,14,40,10,6120,5976.0,28.0,28.0
"2008-04-15 07:27:00,170",1,40,10,6120,5976.0,28.0,28.0,14,40,10,5640,5988.0,34.0,34.0
"2008-04-15 07:27:40,164",1,40,10,5640,5988.0,34.0,34.0,14,40,10,5640,5760.0,29.0,29.0
"2008-04-15 07:28:20,159",1,40,10,5640,5760.0,29.0,29.0,14,40,10,6180,5808.0,25.0,25.0
"2008-04-15 07:29:00,167",1,40,10,6180,5808.0,25.0,25.0,14,40,10,6240,6072.0,23.0,23.0
"2008-04-15 07:29:40,155",1,40,10,6240,6072.0,23.0,23.0,14,40,10,6180,6168.0,23.0,23.0
"2008-04-15 07:30:20,160",1,40,10,6180,6168.0,23.0,23.0,14,40,10,4920,5760.0,31.0,31.0
"2008-04-15 07:31:00,165",1,40,10,4920,5760.0,31.0,31.0,14,40,10,4440,5016.0,39.0,39.0
"2008-04-15 07:31:40,162",1,40,10,4440,5016.0,39.0,39.0,14,40,10,5520,4824.0,25.0,25.0
"2008-04-15 07:32:20,162",1,40,10,5520,4824.0,25.0,25.0,14,40,10,5220,5148.0,18.0,18.0
"2008-04-15 07:33:00,168",1,40,10,5220,5148.0,18.0,18.0,14,40,10,5880,5496.0,18.0,18.0
"2008-04-15 07:33:40,163",1,40,10,5880,5496.0,18.0,18.0,14,40,10,6120,5784.0,18.0,18.0
"2008-04-15 07:34:20,160",1,40,10,6120,5784.0,18.0,18.0,14,40,10,5460,5868.0,17.0,17.0
"2008-04-15 07:35:00,162",1,40,10,5460,5868.0,17.0,17.0,14,40,10,6300,5832.0,23.0,23.0
"2008-04-15 07:35:40,164",1,40,10,6300,5832.0,23.0,23.0,14,40,10,5940,5880.0,28.0,28.0
"2008-04-15 07:36:20,159",1,40,10,5940,5880.0,28.0,28.0,14,40,10,5760,5928.0,32.0,32.0
"2008-04-15 07:37:00,161",1,40,10,5760,5928.0,32.0,32.0,14,40,10,5400,5652.0,39.0,39.0
"2008-04-15 07:37:40,162",1,40,10,5400,5652.0,39.0,39.0,14,40,10,5520,5508.0,34.0,34.0
"2008-04-15 07:38:20,171",1,40,10,5520,5508.0,34.0,34.0,14,40,10,6240,5664.0,28.0,28.0
"2008-04-15 07:39:00,164",1,40,10,6240,5664.0,28.0,28.0,14,40,10,6000,6000.0,30.0,30.0
"2008-04-15 07:39:40,161",1,40,10,6000,6000.0,30.0,30.0,14,40,10,4440,5628.0,39.0,39.0
"2008-04-15 07:40:20,169",1,40,10,4440,5628.0,39.0,39.0,14,40,10,5280,5064.0,32.0,32.0
"2008-04-15 07:41:00,156",1,40,10,5280,5064.0,32.0,32.0,14,40,10,5820,5160.0,19.0,19.0
"2008-04-15 07:41:40,164",1,40,10,5820,5160.0,19.0,19.0,14,40,10,5580,5604.0,17.0,17.0
"2008-04-15 07:42:20,166",1,40,10,5580,5604.0,17.0,17.0,14,40,10,5220,5556.0,21.0,21.0
"2008-04-15 07:43:00,160",1,40,10,5220,5556.0,21.0,21.0,14,40,10,3600,4824.0,30.0,30.0
"2008-04-15 07:43:40,167",1,40,10,3600,4824.0,30.0,30.0,14,40,10,5100,4452.0,27.0,27.0
"2008-04-15 07:44:20,168",1,40,10,5100,4452.0,27.0,27.0,14,40,10,5400,4848.0,19.0,19.0
"2008-04-15 07:45:00,175",1,40,10,5400,4848.0,19.0,19.0,14,40,10,4740,5292.0,14.0,14.0
"2008-04-15 07:45:40,164",0,40,10,4740,5292.0,14.0,14.0,14,40,10,5640,5244.0,15.0,15.0
"2008-04-15 07:46:20,168",0,40,10,5640,5244.0,15.0,15.0,14,40,10,5940,5424.0,15.0,15.0
"2008-04-15 07:47:00,169",0,40,10,5940,5424.0,15.0,15.0,14,40,10,5880,5760.0,16.0,16.0
"2008-04-15 07:47:40,157",0,40,10,5880,5760.0,16.0,16.0,14,40,10,5940,5868.0,15.0,15.0
"2008-04-15 07:48:20,158",0,40,10,5940,5868.0,15.0,15.0,14,40,10,6120,6012.0,17.0,17.0
"2008-04-15 07:49:00,165",0,40,10,6120,6012.0,17.0,17.0,14,40,10,6120,6132.0,16.0,16.0
"2008-04-15 07:49:40,163",0,40,10,6120,6132.0,16.0,16.0,14,40,10,6000,6084.0,16.0,16.0
"2008-04-15 07:50:20,158",0,40,10,6000,6084.0,16.0,16.0,14,40,10,6000,6048.0,16.0,16.0
"2008-04-15 07:51:00,162",0,40,10,6000,6048.0,16.0,16.0,14,40,10,5940,6024.0,17.0,17.0
"2008-04-15 07:51:40,166",0,40,10,5940,6024.0,17.0,17.0,14,40,10,6120,6120.0,18.0,18.0
"2008-04-15 07:52:20,158",0,40,10,6120,6120.0,18.0,18.0,14,40,10,5520,5952.0,17.0,17.0
"2008-04-15 07:53:00,166",1,40,10,5520,5952.0,17.0,17.0,14,40,10,5640,5712.0,17.0,17.0
"2008-04-15 07:53:40,166",1,40,10,5640,5712.0,17.0,17.0,14,40,10,5400,5568.0,16.0,16.0
"2008-04-15 07:54:20,160",0,40,10,5400,5568.0,16.0,16.0,14,40,10,5400,5592.0,15.0,15.0
"2008-04-15 07:55:00,165",0,40,10,5400,5592.0,15.0,15.0,14,40,10,6120,5736.0,16.0,16.0
"2008-04-15 07:55:40,160",0,40,10,6120,5736.0,16.0,16.0,14,40,10,6300,6024.0,16.0,16.0
"2008-04-15 07:56:20,167",0,40,10,6300,6024.0,16.0,16.0,14,40,10,5940,6156.0,15.0,15.0
"2008-04-15 07:57:00,156",0,40,10,5940,6156.0,15.0,15.0,14,40,10,5700,5940.0,16.0,16.0
"2008-04-15 07:57:40,159",0,40,10,5700,5940.0,16.0,16.0,14,40,10,6300,5928.0,16.0,16.0
"2008-04-15 07:58:20,165",0,40,10,6300,5928.0,16.0,16.0,14,40,10,6300,6156.0,16.0,16.0
"2008-04-15 07:59:00,160",0,40,10,6300,6156.0,16.0,16.0,14,40,10,5940,6264.0,16.0,16.0
"2008-04-15 07:59:40,166",0,40,10,5940,6264.0,16.0,16.0,14,40,10,5880,6024.0,16.0,16.0
"2008-04-15 08:00:20,162",0,40,10,5880,6024.0,16.0,16.0,14,40,10,6300,5904.0,18.0,18.0
"2008-04-15 08:01:00,158",0,40,10,6300,5904.0,18.0,18.0,14,40,10,6420,6072.0,17.0,17.0
"2008-04-15 08:01:40,159",0,40,10,6420,6072.0,17.0,17.0,14,40,10,5940,6156.0,16.0,16.0
"2008-04-15 08:02:20,165",0,40,10,5940,6156.0,16.0,16.0,14,40,10,5700,5940.0,18.0,18.0
"2008-04-15 08:03:00,164",0,40,10,5700,5940.0,18.0,18.0,14,40,10,5520,5688.0,26.0,26.0
"2008-04-15 08:03:40,159",0,40,10,5520,5688.0,26.0,26.0,14,40,10,5520,5532.0,24.0,24.0
"2008-04-15 08:04:20,159",1,40,10,5520,5532.0,24.0,24.0,14,40,10,6480,5856.0,21.0,21.0
"2008-04-15 08:05:00,165",1,40,10,6480,5856.0,21.0,21.0,14,40,10,5940,6168.0,16.0,16.0
"2008-04-15 08:05:40,158",0,40,10,5940,6168.0,16.0,16.0,14,40,10,5940,6144.0,20.0,20.0
"2008-04-15 08:06:20,165",0,40,10,5940,6144.0,20.0,20.0,14,40,10,6000,5928.0,21.0,21.0
"2008-04-15 08:07:00,168",0,40,10,6000,5928.0,21.0,21.0,14,40,10,6420,6084.0,20.0,20.0
"2008-04-15 08:07:40,164",1,40,10,6420,6084.0,20.0,20.0,14,40,10,6120,6204.0,22.0,22.0
"2008-04-15 08:08:20,157",1,40,10,6120,6204.0,22.0,22.0,14,40,10,6600,6348.0,23.0,23.0
"2008-04-15 08:09:00,164",1,40,10,6600,6348.0,23.0,23.0,14,40,10,6000,6300.0,19.0,19.0
"2008-04-15 08:09:40,163",1,40,10,6000,6300.0,19.0,19.0,14,40,10,4560,5808.0,25.0,25.0
"2008-04-15 08:10:20,158",1,40,10,4560,5808.0,25.0,25.0,14,40,10,4920,5076.0,30.0,30.0
"2008-04-15 08:11:00,164",1,40,10,4920,5076.0,30.0,30.0,14,40,10,6300,5220.0,25.0,25.0
"2008-04-15 08:11:40,167",1,40,10,6300,5220.0,25.0,25.0,14,40,10,6240,5916.0,21.0,21.0
"2008-04-15 08:12:20,162",1,40,10,6240,5916.0,21.0,21.0,14,40,10,5820,6084.0,18.0,18.0
"2008-04-15 08:13:00,157",1,40,10,5820,6084.0,18.0,18.0,14,40,10,5940,5940.0,18.0,18.0
"2008-04-15 08:13:40,165",1,40,10,5940,5940.0,18.0,18.0,14,40,10,5460,5772.0,14.0,14.0
"2008-04-15 08:14:20,170",0,40,10,5460,5772.0,14.0,14.0,14,40,10,5400,5592.0,14.0,14.0
"2008-04-15 08:15:00,165",0,40,10,5400,5592.0,14.0,14.0,14,40,10,5940,5556.0,15.0,15.0
"2008-04-15 08:15:40,166",0,40,10,5940,5556.0,15.0,15.0,14,40,10,6060,5808.0,15.0,15.0
"2008-04-15 08:16:20,168",0,40,10,6060,5808.0,15.0,15.0,14,40,10,5820,5988.0,14.0,14.0
"2008-04-15 08:17:00,164",0,40,10,5820,5988.0,14.0,14.0,14,40,10,5880,5964.0,15.0,15.0
"2008-04-15 08:17:40,166",0,40,10,5880,5964.0,15.0,15.0,14,40,10,6060,6036.0,16.0,16.0
"2008-04-15 08:18:20,160",0,40,10,6060,6036.0,16.0,16.0,14,40,10,6060,6156.0,17.0,17.0
"2008-04-15 08:19:00,167",0,40,10,6060,6156.0,17.0,17.0,14,40,10,6060,6168.0,16.0,16.0
"2008-04-15 08:19:40,156",0,40,10,6060,6168.0,16.0,16.0,14,40,10,6000,6096.0,17.0,17.0
"2008-04-15 08:20:20,161",0,40,10,6000,6096.0,17.0,17.0,14,40,10,5940,5976.0,16.0,16.0
"2008-04-15 08:21:00,163",0,40,10,5940,5976.0,16.0,16.0,14,40,10,5700,5856.0,15.0,15.0
"2008-04-15 08:21:40,159",0,40,10,5700,5856.0,15.0,15.0,14,40,10,6060,5868.0,16.0,16.0
"2008-04-15 08:22:20,158",0,40,10,6060,5868.0,16.0,16.0,14,40,10,6360,6060.0,16.0,16.0
"2008-04-15 08:23:00,165",0,40,10,6360,6060.0,16.0,16.0,14,40,10,5880,6120.0,15.0,15.0
"2008-04-15 08:23:40,157",0,40,10,5880,6120.0,15.0,15.0,14,40,10,5940,5892.0,15.0,15.0
"2008-04-15 08:24:20,157",0,40,10,5940,5892.0,15.0,15.0,14,40,10,6060,5748.0,13.0,13.0
"2008-04-15 08:25:00,160",0,40,10,6060,5748.0,13.0,13.0,14,40,10,5580,5724.0,13.0,13.0
"2008-04-15 08:25:40,164",0,40,10,5580,5724.0,13.0,13.0,14,40,10,5640,5616.0,15.0,15.0
"2008-04-15 08:26:20,160",0,40,10,5640,5616.0,15.0,15.0,14,40,10,6300,5760.0,16.0,16.0
"2008-04-15 08:27:00,168",0,40,10,6300,5760.0,16.0,16.0,14,40,10,5640,5856.0,14.0,14.0
"2008-04-15 08:27:40,167",0,40,10,5640,5856.0,14.0,14.0,14,40,10,6060,5880.0,15.0,15.0
"2008-04-15 08:28:20,161",0,40,10,6060,5880.0,15.0,15.0,14,40,10,5640,5844.0,14.0,14.0
"2008-04-15 08:29:00,158",0,40,10,5640,5844.0,14.0,14.0,14,40,10,5400,5748.0,13.0,13.0
"2008-04-15 08:29:40,163",0,40,10,5400,5748.0,13.0,13.0,14,40,10,5940,5616.0,14.0,14.0
"2008-04-15 08:30:20,172",0,40,10,5940,5616.0,14.0,14.0,14,40,10,5760,5688.0,16.0,16.0
"2008-04-15 08:31:00,162",0,40,10,5760,5688.0,16.0,16.0,14,40,10,5880,5808.0,16.0,16.0
"2008-04-15 08:31:40,167",0,40,10,5880,5808.0,16.0,16.0,14,40,10,6600,6060.0,18.0,18.0
"2008-04-15 08:32:20,171",0,40,10,6600,6060.0,18.0,18.0,14,40,10,6000,6276.0,15.0,15.0
"2008-04-15 08:33:00,157",0,40,10,6000,6276.0,15.0,15.0,14,40,10,5640,6048.0,13.0,13.0
"2008-04-15 08:33:40,159",0,40,10,5640,6048.0,13.0,13.0,14,40,10,6120,5772.0,15.0,15.0
"2008-04-15 08:34:20,162",0,40,10,6120,5772.0,15.0,15.0,14,40,10,5940,5844.0,14.0,14.0
"2008-04-15 08:35:00,154",0,40,10,5940,5844.0,14.0,14.0,14,40,10,5760,5880.0,14.0,14.0
"2008-04-15 08:35:40,158",0,40,10,5760,5880.0,14.0,14.0,14,40,10,5880,5820.0,16.0,16.0
"2008-04-15 08:36:20,163",0,40,10,5880,5820.0,16.0,16.0,14,40,10,6060,5880.0,16.0,16.0
"2008-04-15 08:37:00,169",0,40,10,6060,5880.0,16.0,16.0,14,40,10,6300,6024.0,16.0,16.0
"2008-04-15 08:37:40,162",0,40,10,6300,6024.0,16.0,16.0,14,40,10,6660,6312.0,18.0,18.0
"2008-04-15 08:38:20,166",0,40,10,6660,6312.0,18.0,18.0,14,40,10,5820,6324.0,15.0,15.0
